,Élément,Produit,Année,Unité,Valeur,Symbole,Description du Symbole,Note
1274,Superficie récoltée,Patates douces,2022,ha,2738.0,A,Chiffre officiel,
1275,Rendement,Patates douces,2022,kg/ha,3622.7,A,Chiffre officiel,
1276,Production,Patates douces,2022,tonnes,9919.0,A,Chiffre officiel,
1277,Superficie récoltée,Patates douces,2023,ha,2178.0,I,Valeur imputée par une agence réceptrice,
1278,Rendement,Patates douces,2023,kg/ha,3566.3,E,Valeur estimée,
1279,Production,Patates douces,2023,tonnes,7766.99,I,Valeur imputée par une agence réceptrice,
1280,Superficie récoltée,Patates douces,2024,ha,1933.0,I,Valeur imputée par une agence réceptrice,
1281,Rendement,Patates douces,2024,kg/ha,3296.6,E,Valeur estimée,
1282,Production,Patates douces,2024,tonnes,6373.71,I,Valeur imputée par une agence réceptrice,
1283,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2010,ha,7900.0,E,Valeur estimée,
1284,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2010,kg/ha,379.7,E,Valeur estimée,
1285,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2010,tonnes,3000.0,E,Valeur estimée,
1286,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2011,ha,7803.0,I,Valeur imputée par une agence réceptrice,
1287,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2011,kg/ha,406.0,E,Valeur estimée,
1288,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2011,tonnes,3167.75,I,Valeur imputée par une agence réceptrice,
1289,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2012,ha,7600.0,E,Valeur estimée,
1290,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2012,kg/ha,421.1,E,Valeur estimée,
1291,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2012,tonnes,3200.0,E,Valeur estimée,
1292,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2013,ha,7687.0,I,Valeur imputée par une agence réceptrice,
1293,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2013,kg/ha,420.7,E,Valeur estimée,
1294,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2013,tonnes,3233.93,I,Valeur imputée par une agence réceptrice,
1295,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2014,ha,7911.0,I,Valeur imputée par une agence réceptrice,
1296,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2014,kg/ha,417.0,E,Valeur estimée,
1297,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2014,tonnes,3298.5,I,Valeur imputée par une agence réceptrice,
1298,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2015,ha,8092.0,I,Valeur imputée par une agence réceptrice,
1299,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2015,kg/ha,418.5,E,Valeur estimée,
1300,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2015,tonnes,3386.71,I,Valeur imputée par une agence réceptrice,
1301,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2016,ha,8223.0,I,Valeur imputée par une agence réceptrice,
1302,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2016,kg/ha,418.1,E,Valeur estimée,
1303,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2016,tonnes,3437.46,I,Valeur imputée par une agence réceptrice,
1304,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2017,ha,8292.0,I,Valeur imputée par une agence réceptrice,
1305,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2017,kg/ha,420.0,E,Valeur estimée,
1306,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2017,tonnes,3482.41,I,Valeur imputée par une agence réceptrice,
1307,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2018,ha,8384.0,I,Valeur imputée par une agence réceptrice,
1308,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2018,kg/ha,420.9,E,Valeur estimée,
1309,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2018,tonnes,3528.74,I,Valeur imputée par une agence réceptrice,
1310,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2019,ha,8480.0,I,Valeur imputée par une agence réceptrice,
1311,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2019,kg/ha,421.5,E,Valeur estimée,
1312,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2019,tonnes,3574.66,I,Valeur imputée par une agence réceptrice,
1313,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2020,ha,8567.0,I,Valeur imputée par une agence réceptrice,
1314,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2020,kg/ha,422.8,E,Valeur estimée,
1315,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2020,tonnes,3621.89,I,Valeur imputée par une agence réceptrice,
1316,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2021,ha,8477.0,E,Valeur estimée,
1317,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2021,kg/ha,421.7,E,Valeur estimée,
1318,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2021,tonnes,3575.09,E,Valeur estimée,
1319,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2022,ha,8508.0,E,Valeur estimée,
1320,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2022,kg/ha,422.0,E,Valeur estimée,
1321,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2022,tonnes,3590.55,E,Valeur estimée,
1322,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2023,ha,8518.0,E,Valeur estimée,
1323,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2023,kg/ha,422.2,E,Valeur estimée,
1324,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2023,tonnes,3595.84,E,Valeur estimée,
1325,Superficie récoltée,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2024,ha,8501.0,E,Valeur estimée,
1326,Rendement,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2024,kg/ha,422.0,E,Valeur estimée,
1327,Production,"Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus",2024,tonnes,3587.16,E,Valeur estimée,
1328,Superficie récoltée,"Pois bambara, secs",2010,ha,6906.0,A,Chiffre officiel,
1329,Rendement,"Pois bambara, secs",2010,kg/ha,952.6,A,Chiffre officiel,
1330,Production,"Pois bambara, secs",2010,tonnes,6579.0,A,Chiffre officiel,
1331,Superficie récoltée,"Pois bambara, secs",2011,ha,6989.0,A,Chiffre officiel,
1332,Rendement,"Pois bambara, secs",2011,kg/ha,1006.4,A,Chiffre officiel,
1333,Production,"Pois bambara, secs",2011,tonnes,7034.0,A,Chiffre officiel,
1334,Superficie récoltée,"Pois bambara, secs",2012,ha,18601.0,A,Chiffre officiel,
1335,Rendement,"Pois bambara, secs",2012,kg/ha,324.3,A,Chiffre officiel,
1336,Production,"Pois bambara, secs",2012,tonnes,6032.0,A,Chiffre officiel,
1337,Superficie récoltée,"Pois bambara, secs",2013,ha,21612.0,A,Chiffre officiel,
1338,Rendement,"Pois bambara, secs",2013,kg/ha,292.9,A,Chiffre officiel,
1339,Production,"Pois bambara, secs",2013,tonnes,6331.0,A,Chiffre officiel,
1340,Superficie récoltée,"Pois bambara, secs",2014,ha,20601.0,A,Chiffre officiel,
1341,Rendement,"Pois bambara, secs",2014,kg/ha,901.3,A,Chiffre officiel,
1342,Production,"Pois bambara, secs",2014,tonnes,18568.0,A,Chiffre officiel,
1343,Superficie récoltée,"Pois bambara, secs",2015,ha,22682.0,I,Valeur imputée par une agence réceptrice,
1344,Rendement,"Pois bambara, secs",2015,kg/ha,818.6,E,Valeur estimée,
1345,Production,"Pois bambara, secs",2015,tonnes,18568.0,A,Chiffre officiel,
1346,Superficie récoltée,"Pois bambara, secs",2016,ha,27645.0,A,Chiffre officiel,
1347,Rendement,"Pois bambara, secs",2016,kg/ha,750.0,A,Chiffre officiel,
1348,Production,"Pois bambara, secs",2016,tonnes,20734.0,A,Chiffre officiel,
1349,Superficie récoltée,"Pois bambara, secs",2017,ha,26702.0,A,Chiffre officiel,
1350,Rendement,"Pois bambara, secs",2017,kg/ha,757.1,A,Chiffre officiel,
1351,Production,"Pois bambara, secs",2017,tonnes,20217.0,A,Chiffre officiel,
1352,Superficie récoltée,"Pois bambara, secs",2018,ha,26422.0,A,Chiffre officiel,
1353,Rendement,"Pois bambara, secs",2018,kg/ha,762.8,A,Chiffre officiel,
1354,Production,"Pois bambara, secs",2018,tonnes,20154.0,A,Chiffre officiel,
1355,Superficie récoltée,"Pois bambara, secs",2019,ha,26422.0,A,Chiffre officiel,
1356,Rendement,"Pois bambara, secs",2019,kg/ha,762.8,A,Chiffre officiel,
1357,Production,"Pois bambara, secs",2019,tonnes,20154.0,A,Chiffre officiel,
1358,Superficie récoltée,"Pois bambara, secs",2020,ha,26515.0,E,Valeur estimée,
1359,Rendement,"Pois bambara, secs",2020,kg/ha,770.4,E,Valeur estimée,
1360,Production,"Pois bambara, secs",2020,tonnes,20428.07,I,Valeur imputée par une agence réceptrice,
1361,Superficie récoltée,"Pois bambara, secs",2021,ha,25816.0,I,Valeur imputée par une agence réceptrice,
1362,Rendement,"Pois bambara, secs",2021,kg/ha,784.2,E,Valeur estimée,
1363,Production,"Pois bambara, secs",2021,tonnes,20245.36,E,Valeur estimée,
1364,Superficie récoltée,"Pois bambara, secs",2022,ha,26251.0,E,Valeur estimée,
1365,Rendement,"Pois bambara, secs",2022,kg/ha,772.4,E,Valeur estimée,
1366,Production,"Pois bambara, secs",2022,tonnes,20275.81,E,Valeur estimée,
1367,Superficie récoltée,"Pois bambara, secs",2023,ha,26194.0,E,Valeur estimée,
1368,Rendement,"Pois bambara, secs",2023,kg/ha,775.6,E,Valeur estimée,
1369,Production,"Pois bambara, secs",2023,tonnes,20316.41,E,Valeur estimée,
1370,Superficie récoltée,"Pois bambara, secs",2024,ha,26087.0,E,Valeur estimée,
1371,Rendement,"Pois bambara, secs",2024,kg/ha,777.4,E,Valeur estimée,
1372,Production,"Pois bambara, secs",2024,tonnes,20279.19,E,Valeur estimée,
1373,Superficie récoltée,"Pois chiches, secs",2010,ha,1400.0,E,Valeur estimée,
1374,Rendement,"Pois chiches, secs",2010,kg/ha,714.3,E,Valeur estimée,
1375,Production,"Pois chiches, secs",2010,tonnes,1000.0,E,Valeur estimée,
1376,Superficie récoltée,"Pois chiches, secs",2011,ha,1750.0,E,Valeur estimée,
1377,Rendement,"Pois chiches, secs",2011,kg/ha,714.3,E,Valeur estimée,
1378,Production,"Pois chiches, secs",2011,tonnes,1250.0,E,Valeur estimée,
1379,Superficie récoltée,"Pois chiches, secs",2012,ha,1800.0,E,Valeur estimée,
1380,Rendement,"Pois chiches, secs",2012,kg/ha,722.2,E,Valeur estimée,
1381,Production,"Pois chiches, secs",2012,tonnes,1300.0,E,Valeur estimée,
1382,Superficie récoltée,"Pois chiches, secs",2013,ha,1800.0,E,Valeur estimée,
1383,Rendement,"Pois chiches, secs",2013,kg/ha,733.3,E,Valeur estimée,
1384,Production,"Pois chiches, secs",2013,tonnes,1320.0,E,Valeur estimée,
1385,Superficie récoltée,"Pois chiches, secs",2014,ha,1826.0,I,Valeur imputée par une agence réceptrice,
1386,Rendement,"Pois chiches, secs",2014,kg/ha,738.6,E,Valeur estimée,
1387,Production,"Pois chiches, secs",2014,tonnes,1348.96,I,Valeur imputée par une agence réceptrice,
1388,Superficie récoltée,"Pois chiches, secs",2015,ha,2164.0,I,Valeur imputée par une agence réceptrice,
1389,Rendement,"Pois chiches, secs",2015,kg/ha,748.0,E,Valeur estimée,
1390,Production,"Pois chiches, secs",2015,tonnes,1618.49,I,Valeur imputée par une agence réceptrice,
1391,Superficie récoltée,"Pois chiches, secs",2016,ha,1930.0,E,Valeur estimée,
1392,Rendement,"Pois chiches, secs",2016,kg/ha,740.5,E,Valeur estimée,
1393,Production,"Pois chiches, secs",2016,tonnes,1429.15,E,Valeur estimée,
1394,Superficie récoltée,"Pois chiches, secs",2017,ha,2029.0,I,Valeur imputée par une agence réceptrice,
1395,Rendement,"Pois chiches, secs",2017,kg/ha,747.2,E,Valeur estimée,
1396,Production,"Pois chiches, secs",2017,tonnes,1516.34,I,Valeur imputée par une agence réceptrice,
1397,Superficie récoltée,"Pois chiches, secs",2018,ha,2029.0,I,Valeur imputée par une agence réceptrice,
1398,Rendement,"Pois chiches, secs",2018,kg/ha,752.8,E,Valeur estimée,
1399,Production,"Pois chiches, secs",2018,tonnes,1527.19,I,Valeur imputée par une agence réceptrice,
1400,Superficie récoltée,"Pois chiches, secs",2019,ha,2045.0,I,Valeur imputée par une agence réceptrice,
1401,Rendement,"Pois chiches, secs",2019,kg/ha,756.0,E,Valeur estimée,
1402,Production,"Pois chiches, secs",2019,tonnes,1546.22,I,Valeur imputée par une agence réceptrice,
1403,Superficie récoltée,"Pois chiches, secs",2020,ha,2034.0,I,Valeur imputée par une agence réceptrice,
1404,Rendement,"Pois chiches, secs",2020,kg/ha,758.9,E,Valeur estimée,
1405,Production,"Pois chiches, secs",2020,tonnes,1543.86,I,Valeur imputée par une agence réceptrice,
1406,Superficie récoltée,"Pois chiches, secs",2021,ha,2061.0,I,Valeur imputée par une agence réceptrice,
1407,Rendement,"Pois chiches, secs",2021,kg/ha,762.8,E,Valeur estimée,
1408,Production,"Pois chiches, secs",2021,tonnes,1571.78,I,Valeur imputée par une agence réceptrice,
1409,Superficie récoltée,"Pois chiches, secs",2022,ha,2040.0,I,Valeur imputée par une agence réceptrice,
1410,Rendement,"Pois chiches, secs",2022,kg/ha,763.5,E,Valeur estimée,
1411,Production,"Pois chiches, secs",2022,tonnes,1557.9,I,Valeur imputée par une agence réceptrice,
1412,Superficie récoltée,"Pois chiches, secs",2023,ha,2048.0,I,Valeur imputée par une agence réceptrice,
1413,Rendement,"Pois chiches, secs",2023,kg/ha,766.4,E,Valeur estimée,
1414,Production,"Pois chiches, secs",2023,tonnes,1569.29,I,Valeur imputée par une agence réceptrice,
1415,Superficie récoltée,"Pois chiches, secs",2024,ha,2055.0,I,Valeur imputée par une agence réceptrice,
1416,Rendement,"Pois chiches, secs",2024,kg/ha,769.2,E,Valeur estimée,
1417,Production,"Pois chiches, secs",2024,tonnes,1580.67,I,Valeur imputée par une agence réceptrice,
1418,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2010,ha,200.0,E,Valeur estimée,
1419,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2010,kg/ha,5250.0,E,Valeur estimée,
1420,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2010,tonnes,1050.0,E,Valeur estimée,
1421,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2011,ha,210.0,I,Valeur imputée par une agence réceptrice,
1422,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2011,kg/ha,5331.7,E,Valeur estimée,
1423,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2011,tonnes,1118.57,I,Valeur imputée par une agence réceptrice,
1424,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2012,ha,210.0,E,Valeur estimée,
1425,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2012,kg/ha,5476.2,E,Valeur estimée,
1426,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2012,tonnes,1150.0,E,Valeur estimée,
1427,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2013,ha,393.0,E,Valeur estimée,
1428,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2013,kg/ha,5366.0,E,Valeur estimée,
1429,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2013,tonnes,2111.0,E,Valeur estimée,
1430,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2014,ha,1100.0,I,Valeur imputée par une agence réceptrice,
1431,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2014,kg/ha,5271.7,E,Valeur estimée,
1432,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2014,tonnes,5800.0,E,Valeur estimée,
1433,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2015,ha,952.0,I,Valeur imputée par une agence réceptrice,
1434,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2015,kg/ha,5250.1,E,Valeur estimée,
1435,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2015,tonnes,5000.0,E,Valeur estimée,
1436,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2016,ha,726.0,I,Valeur imputée par une agence réceptrice,
1437,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2016,kg/ha,5237.6,E,Valeur estimée,
1438,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2016,tonnes,3800.0,E,Valeur estimée,
1439,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2017,ha,1148.0,I,Valeur imputée par une agence réceptrice,
1440,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2017,kg/ha,5226.8,E,Valeur estimée,
1441,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2017,tonnes,6000.0,E,Valeur estimée,
1442,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2018,ha,1211.0,I,Valeur imputée par une agence réceptrice,
1443,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2018,kg/ha,5200.7,E,Valeur estimée,
1444,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2018,tonnes,6300.0,E,Valeur estimée,
1445,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2019,ha,1028.0,E,Valeur estimée,
1446,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2019,kg/ha,5219.1,E,Valeur estimée,
1447,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2019,tonnes,5366.67,E,Valeur estimée,
1448,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2020,ha,1129.0,E,Valeur estimée,
1449,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2020,kg/ha,5215.1,E,Valeur estimée,
1450,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2020,tonnes,5888.89,E,Valeur estimée,
1451,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2021,ha,1123.0,E,Valeur estimée,
1452,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2021,kg/ha,5211.1,E,Valeur estimée,
1453,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2021,tonnes,5851.85,E,Valeur estimée,
1454,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2022,ha,1093.0,E,Valeur estimée,
1455,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2022,kg/ha,5215.0,E,Valeur estimée,
1456,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2022,tonnes,5702.47,E,Valeur estimée,
1457,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2023,ha,1115.0,E,Valeur estimée,
1458,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2023,kg/ha,5213.7,E,Valeur estimée,
1459,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2023,tonnes,5814.4,E,Valeur estimée,
1460,Superficie récoltée,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2024,ha,1111.0,E,Valeur estimée,
1461,Rendement,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2024,kg/ha,5213.3,E,Valeur estimée,
1462,Production,"Racines et tubercules similaires à haute teneur en fécule ou en inuline, n.c.a., fraîches",2024,tonnes,5789.57,E,Valeur estimée,
1463,Superficie récoltée,Riz,2010,ha,47403.0,A,Chiffre officiel,
1464,Rendement,Riz,2010,kg/ha,2322.8,A,Chiffre officiel,
1465,Production,Riz,2010,tonnes,110109.0,A,Chiffre officiel,
1466,Superficie récoltée,Riz,2011,ha,44713.0,A,Chiffre officiel,
1467,Rendement,Riz,2011,kg/ha,2510.1,A,Chiffre officiel,
1468,Production,Riz,2011,tonnes,112233.0,A,Chiffre officiel,
1469,Superficie récoltée,Riz,2012,ha,96231.0,A,Chiffre officiel,
1470,Rendement,Riz,2012,kg/ha,1672.4,A,Chiffre officiel,
1471,Production,Riz,2012,tonnes,160939.0,A,Chiffre officiel,
1472,Superficie récoltée,Riz,2013,ha,92239.0,A,Chiffre officiel,
1473,Rendement,Riz,2013,kg/ha,1817.0,A,Chiffre officiel,
1474,Production,Riz,2013,tonnes,167600.0,A,Chiffre officiel,
1475,Superficie récoltée,Riz,2014,ha,83892.0,A,Chiffre officiel,
1476,Rendement,Riz,2014,kg/ha,1763.3,A,Chiffre officiel,
1477,Production,Riz,2014,tonnes,147930.0,A,Chiffre officiel,
1478,Superficie récoltée,Riz,2015,ha,81601.0,A,Chiffre officiel,
1479,Rendement,Riz,2015,kg/ha,1727.3,A,Chiffre officiel,
1480,Production,Riz,2015,tonnes,140952.0,A,Chiffre officiel,
1481,Superficie récoltée,Riz,2016,ha,82914.0,A,Chiffre officiel,
1482,Rendement,Riz,2016,kg/ha,1653.6,A,Chiffre officiel,
1483,Production,Riz,2016,tonnes,137106.0,A,Chiffre officiel,
1484,Superficie récoltée,Riz,2017,ha,84395.0,A,Chiffre officiel,
1485,Rendement,Riz,2017,kg/ha,1665.0,A,Chiffre officiel,
1486,Production,Riz,2017,tonnes,140519.0,A,Chiffre officiel,
1487,Superficie récoltée,Riz,2018,ha,86805.0,A,Chiffre officiel,
1488,Rendement,Riz,2018,kg/ha,1676.0,A,Chiffre officiel,
1489,Production,Riz,2018,tonnes,145489.0,A,Chiffre officiel,
1490,Superficie récoltée,Riz,2019,ha,89678.0,A,Chiffre officiel,
1491,Rendement,Riz,2019,kg/ha,1639.8,A,Chiffre officiel,
1492,Production,Riz,2019,tonnes,147053.0,A,Chiffre officiel,
1493,Superficie récoltée,Riz,2020,ha,94895.0,A,Chiffre officiel,
1494,Rendement,Riz,2020,kg/ha,1684.5,A,Chiffre officiel,
1495,Production,Riz,2020,tonnes,159852.0,A,Chiffre officiel,
1496,Superficie récoltée,Riz,2021,ha,98133.0,A,Chiffre officiel,
1497,Rendement,Riz,2021,kg/ha,1686.9,A,Chiffre officiel,
1498,Production,Riz,2021,tonnes,165541.0,A,Chiffre officiel,
1499,Superficie récoltée,Riz,2022,ha,99958.0,A,Chiffre officiel,
1500,Rendement,Riz,2022,kg/ha,1696.8,A,Chiffre officiel,
1501,Production,Riz,2022,tonnes,169608.0,A,Chiffre officiel,
1502,Superficie récoltée,Riz,2023,ha,101200.0,E,Valeur estimée,
1503,Rendement,Riz,2023,kg/ha,1809.3,E,Valeur estimée,
1504,Production,Riz,2023,tonnes,183100.0,A,Chiffre officiel,
1505,Superficie récoltée,Riz,2024,ha,103600.0,E,Valeur estimée,
1506,Rendement,Riz,2024,kg/ha,1739.4,E,Valeur estimée,
1507,Production,Riz,2024,tonnes,180200.0,A,Chiffre officiel,
1508,Superficie récoltée,Sésame,2010,ha,4700.0,E,Valeur estimée,
1509,Rendement,Sésame,2010,kg/ha,302.6,E,Valeur estimée,
1510,Production,Sésame,2010,tonnes,1422.19,I,Valeur imputée par une agence réceptrice,
1511,Superficie récoltée,Sésame,2011,ha,5332.0,I,Valeur imputée par une agence réceptrice,
1512,Rendement,Sésame,2011,kg/ha,307.5,E,Valeur estimée,
1513,Production,Sésame,2011,tonnes,1639.48,I,Valeur imputée par une agence réceptrice,
1514,Superficie récoltée,Sésame,2012,ha,6000.0,E,Valeur estimée,
1515,Rendement,Sésame,2012,kg/ha,333.3,E,Valeur estimée,
1516,Production,Sésame,2012,tonnes,2000.0,E,Valeur estimée,
1517,Superficie récoltée,Sésame,2013,ha,6000.0,E,Valeur estimée,
1518,Rendement,Sésame,2013,kg/ha,333.3,E,Valeur estimée,
1519,Production,Sésame,2013,tonnes,2000.0,E,Valeur estimée,
1520,Superficie récoltée,Sésame,2014,ha,5981.0,I,Valeur imputée par une agence réceptrice,
1521,Rendement,Sésame,2014,kg/ha,321.9,E,Valeur estimée,
1522,Production,Sésame,2014,tonnes,1925.24,I,Valeur imputée par une agence réceptrice,
1523,Superficie récoltée,Sésame,2015,ha,5276.0,I,Valeur imputée par une agence réceptrice,
1524,Rendement,Sésame,2015,kg/ha,322.7,E,Valeur estimée,
1525,Production,Sésame,2015,tonnes,1702.29,I,Valeur imputée par une agence réceptrice,
1526,Superficie récoltée,Sésame,2016,ha,5752.0,E,Valeur estimée,
1527,Rendement,Sésame,2016,kg/ha,326.1,E,Valeur estimée,
1528,Production,Sésame,2016,tonnes,1875.84,E,Valeur estimée,
1529,Superficie récoltée,Sésame,2017,ha,5899.0,I,Valeur imputée par une agence réceptrice,
1530,Rendement,Sésame,2017,kg/ha,326.1,E,Valeur estimée,
1531,Production,Sésame,2017,tonnes,1923.88,I,Valeur imputée par une agence réceptrice,
1532,Superficie récoltée,Sésame,2018,ha,5642.0,E,Valeur estimée,
1533,Rendement,Sésame,2018,kg/ha,325.0,E,Valeur estimée,
1534,Production,Sésame,2018,tonnes,1834.0,E,Valeur estimée,
1535,Superficie récoltée,Sésame,2019,ha,5483.0,I,Valeur imputée par une agence réceptrice,
1536,Rendement,Sésame,2019,kg/ha,325.7,E,Valeur estimée,
1537,Production,Sésame,2019,tonnes,1785.9,I,Valeur imputée par une agence réceptrice,
1538,Superficie récoltée,Sésame,2020,ha,5382.0,I,Valeur imputée par une agence réceptrice,
1539,Rendement,Sésame,2020,kg/ha,326.6,E,Valeur estimée,
1540,Production,Sésame,2020,tonnes,1757.76,I,Valeur imputée par une agence réceptrice,
1541,Superficie récoltée,Sésame,2021,ha,5624.0,I,Valeur imputée par une agence réceptrice,
